id,amnt_water,date,sponsor,altitude,installer,longitude,latitude,name,basin,village,region,region_id,district_id,lga,ward,demand,meeting,recorder,op_mgmnt,op_name,permit,year,e_type,e_type_grp,e_type_class,mgmnt,mgmnt_grp,fee,fee_type,w_quality,quality_grp,w_quantity,quantity_grp,source,source_type,source_class,type,type_grp,status
47107,10,27/2/2011,Ea,440,EA,37.13126964,-6.79102682,Kwa Elineli,Wami / Ruvu,Sukutali,Morogoro,5,1,Kilosa,Kimamba A,40,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2008,submersible,submersible,submersible,wug,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non-functional
11445,0,30/1/2013,Government Of Tanzania,1290,Government,30.03059543,-4.77093456,Kwa Taouritari,Lake Tanganyika,Kamembe,Kigoma,16,2,Kasulu,Rusesa,950,TRUE,GeoData Consultants Ltd,Water authority,Kanenge,TRUE,1976,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
67625,0,40701,Kkkt,0,KKKT,33.02908708,-9.29991308,Breki Mwasheuya,Lake Nyasa,Nzovu,Mbeya,12,6,Mbozi,Nyimbili,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
42082,0,14/4/2011,Government Of Tanzania,0,Government,33.05787987,-8.57715061,Zahanati,Lake Rukwa,Mikocheni,Mbeya,12,1,Chunya,Kanga,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,broken
58500,0,40643,Unicef,1510,DWE,34.58690108,-8.98001429,Shuleni,Rufiji,Mkanivega,Iringa,11,4,Njombe,Usuka,350,TRUE,GeoData Consultants Ltd,WUA,wanging'ombe water supply s,TRUE,1978,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,broken
38224,0,41344,Government Of Tanzania,1552,Government,34.89385784,-11.07481908,Office Ya Kijiji,Lake Nyasa,Nyoni Kati,Ruvuma,10,3,Mbinga,Nyoni,1,,GeoData Consultants Ltd,VWC,Government,TRUE,2004,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
4379,0,30/1/2013,Government Of Tanzania,0,Government,33.59875806,-3.22196269,Kwa Pagi,Lake Victoria,Mwamagaka,Shinyanga,17,2,Maswa,Isanga,0,TRUE,GeoData Consultants Ltd,VWC,Njia panda Piped water Scheme,FALSE,0,gravity,gravity,gravity,wug,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non-functional
44480,0,15/2/2013,Dmdd,1693,Dmdd,35.36339416,-4.5214177,Morisi,Internal,Basutu Ndogo,Manyara,21,2,Hanang,Mogitu,321,TRUE,GeoData Consultants Ltd,VWC,Jidowaso,TRUE,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
16236,50,20/3/2013,0,18,0,39.2001372,-6.90102787,Kwa Sagala,Wami / Ruvu,Mtaa Wa Kitunda Kati,Dar es Salaam,7,2,Ilala,Kitunda,150,,GeoData Consultants Ltd,Private operator,,FALSE,2000,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
57054,0,14/3/2013,World Vision,1259,WORLD VISION,36.80250775,-2.58622527,Noorkisongo,Internal,Matiani,Arusha,2,6,Longido,Namanga,3000,TRUE,GeoData Consultants Ltd,VWC,Namanga water project,TRUE,2003,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
17219,0,41341,Government Of Tanzania,529,Government,38.05373317,-4.27929971,Kwa Mkaduma,Pangani,Kizerui,Kilimanjaro,3,3,Same,Maore,230,TRUE,GeoData Consultants Ltd,Water authority,Hingilili,TRUE,1967,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,non-functional
32130,50,15/2/2013,,1497,,34.76940239,-5.13805172,Ikungi Primary,Internal,Misri,Singida,13,2,Singida Rural,Ikungu,800,TRUE,GeoData Consultants Ltd,VWC,I,,2000,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
39920,200,23/3/2011,Danida,18,DA,38.89040167,-6.55790327,Gedebu,Wami / Ruvu,Shule,Pwani,6,1,Bagamoyo,Kiromo,40,TRUE,GeoData Consultants Ltd,Company,Bagamoyo wate,TRUE,1987,ksb,submersible,submersible,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
45312,0,24/3/2011,Ir,303,Ir,36.99785396,-7.59155407,Ndambale,Rufiji,Magwira,Morogoro,5,1,Kilosa,Kidodi,100,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1982,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
67450,0,16/7/2011,Government Of Tanzania,0,DWE,32.91036385,-2.61019266,Shuleni,Lake Victoria,Nyanhingi,Mwanza,19,3,Ilemela,Sangabuye,0,TRUE,GeoData Consultants Ltd,VWC,none,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
26860,0,19/7/2011,Ndrdp,0,DED,30.60476378,-2.65692352,Mwisenga,Lake Victoria,Kanyinya C,Kagera,18,30,Ngara,Rulenge,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
41174,0,24/7/2011,Hesawa,0,HESAWA,31.75690383,-2.81886868,Kwa Mangana,Lake Victoria,Chabura,Kagera,18,8,Chato,Bukome,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,afridev,afridev,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,functional
11576,0,40820,Cmsr,0,Gover,36.70940035,-6.44853404,Mbuyuni,Wami / Ruvu,Mbuyuni,Dodoma,1,0,Mpwapwa,Matomondo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non-functional
30394,0,26/1/2013,Government Of Tanzania,466,Government,37.91762159,-9.79929984,Kanisa La Zamani,Ruvuma / Southern Coast,Bichande,Lindi,80,43,Liwale,Liwale A,350,,GeoData Consultants Ltd,VWC,Mtandao wa Mabomba,TRUE,1960,ksb,submersible,submersible,vwc,user-group,unknown,unknown,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
66423,0,30/1/2013,Tasaf,154,Kilwa company,39.15087861,-10.38981592,Nang'Ilela,Ruvuma / Southern Coast,Msikitini,Lindi,80,53,Ruangwa,Malolo,620,,GeoData Consultants Ltd,VWC,,TRUE,2010,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
55215,0,19/10/2012,World Vision,0,World vision,33.81688894,-3.42685981,Kiloleli Primary School,Internal,Kiloleli,Shinyanga,17,2,Maswa,Budekwa,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,fluoride,fluoride,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
36933,0,28/3/2011,Danida,0,DANIDA,33.30381177,-8.95958218,Alioka Mwamlima,Lake Rukwa,Tazama,Mbeya,12,2,Mbeya Rural,Iwindi,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
19091,0,41223,Rural Water Supply And Sanitat,0,DWE,32.0844606,-3.47541856,Songambele,Lake Tanganyika,Ituga Mashariki,Shinyanga,17,5,Bukombe,Bukombe,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non-functional
65317,0,41162,Dwsp,0,DWE,33.49427075,-3.62601107,Kwa Mganda,Internal,Ibadakuli Kati,Shinyanga,17,7,Shinyanga Urban,Ibadakuli,0,,GeoData Consultants Ltd,WUG,,FALSE,0,afridev,afridev,handpump,wug,user-group,unknown,unknown,salty,salty,insufficient,insufficient,hand dtw,borehole,groundwater,hand pump,hand pump,non-functional
29424,10,27/2/2011,Dh,437,DH,37.13767975,-6.78574861,Kwa Seif Abdallah,Wami / Ruvu,Sokomsuya,Morogoro,5,1,Kilosa,Kimamba A,150,TRUE,GeoData Consultants Ltd,VWC,Ki,TRUE,1998,submersible,submersible,submersible,wug,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
5039,1000,40636,Rc Church,2175,RC CHURCH,34.40677899,-9.21316455,Kwa Oleni Mbwilo,Rufiji,Ilulu B,Iringa,11,4,Njombe,Wangama,40,TRUE,GeoData Consultants Ltd,VWC,imalilo water supply scheme,TRUE,2000,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
53109,0,26/7/2011,Md,0,DW,31.54565218,-1.79755891,Kwa Omuziba,Lake Victoria,Kishoju 1,Kagera,18,3,Muleba,Nshamba,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
52191,0,41307,Government Of Tanzania,0,DWE,33.23766163,-4.76687211,Kwa Masista Chuoni,Lake Tanganyika,Uhemeli Kati,Tabora,14,1,Nzega,Ndala,0,FALSE,GeoData Consultants Ltd,VWC,Lutende,TRUE,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non-functional
29769,0,41100,World Vision,0,World Vision,33.13406603,-3.54681691,Bwawani,Lake Victoria,Busamtya,Shinyanga,17,3,Shinyanga Rural,Iselamagazi,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non-functional
54639,0,41307,Norad,2137,Norad,31.63125356,-7.86341656,Kwa Enosi,Lake Rukwa,Natoka,Rukwa,15,4,Sumbawanga Urban,Senga,750,TRUE,GeoData Consultants Ltd,VWC,Mradi wa maji wa senga,TRUE,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
51094,500,28/3/2011,Wananchi,1405,wananchi,34.66867049,-8.82731185,Kwa Mavanja,Rufiji,Majengo,Iringa,11,4,Njombe,Wanging'ombe,59,TRUE,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,TRUE,1987,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
66935,0,21/3/2011,Amref,0,AMREF,39.12808159,-7.44422401,Mbwingo,Rufiji,Mkiu Mjini,Pwani,6,4,Mkuranga,Nyamato,300,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2007,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional
35656,20,28/2/2011,Jica,7,KONOIKE,38.6065316,-6.86838164,Kwa Kiyumbo,Wami / Ruvu,Gunba,Pwani,6,2,Kibaha,Ruvu,150,TRUE,GeoData Consultants Ltd,VWC,upper Ruvu,TRUE,2009,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
19816,0,40918,Dwsp,0,DWSP,33.36240982,-3.76636472,Kwa Ngomho,Internal,Ishinabulandi,Shinyanga,17,3,Shinyanga Rural,Samuye,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non-functional
10583,0,20/7/2011,Roman Catholic Rulenge Diocese,0,Roman Catholic Rulenge Diocese,31.45802228,-2.82920635,Charuyombe,Lake Tanganyika,Lukole,Kagera,18,4,Biharamulo,Nyabusozi,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non-functional
17939,0,16/7/2011,Concern World Wide,0,DWE,31.35387362,-3.1783636,Kazimoto,Lake Tanganyika,Mlanda,Kagera,18,4,Biharamulo,Lusahunga,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional
60491,600,23/10/2012,Kanisa La Menonite,1207,MTN,34.08608886,-1.11279874,Kwa Mzee Suleiman Marere,Lake Victoria,Makao,Mara,20,6,Tarime,Tai,450,,GeoData Consultants Ltd,Private operator,Mradi wa maji Shirati,FALSE,1985,submersible,submersible,submersible,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,non-functional
17502,200,17/1/2013,Oxfarm,1245,OXFARM,30.26257285,-4.06056976,Ofisini,Lake Tanganyika,Kigadye,Kigoma,16,2,Kasulu,Heru- Ushingo,1530,TRUE,GeoData Consultants Ltd,Water authority,,FALSE,1995,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non-functional
15583,0,40881,Italy,0,ITALI,36.34993318,-6.22815011,Mvamio,Wami / Ruvu,Mvamio,Dodoma,1,1,Mpwapwa,Chunyu,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,windmill,wind-powered,wind-powered,private operator,commercial,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,other,other,functional
42334,300,24/3/2011,Co,305,Co,36.99632399,-7.59746059,Kwa Mpalle,Rufiji,Mwaya,Morogoro,5,1,Kilosa,Kidodi,90,TRUE,GeoData Consultants Ltd,VWC,It,TRUE,2011,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
13958,250,41519,Imf,1290,Government,29.88602397,-4.49353497,Kwa Jenia Isaya,Lake Tanganyika,Kigarika,Kigoma,16,2,Kasulu,Janda,650,TRUE,GeoData Consultants Ltd,Water authority,Nyasovu,TRUE,2007,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,broken
30470,0,27/2/2013,Amref,1459,AMREF,34.59021612,-1.92937637,Kichakani,Lake Victoria,Songambere,Mara,20,2,Serengeti,Kyambahi,300,,GeoData Consultants Ltd,Water authority,,TRUE,2011,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
33545,0,21/3/2013,Magadini-makiwaru Water,1477,Magadini-Makiwaru wa,36.95912434,-3.18423204,Kwa Magdalena Nasind,Internal,Kandashi Kati,Kilimanjaro,3,7,Siha,Siha Kati,1,TRUE,GeoData Consultants Ltd,Water Board,BL Kandashi,TRUE,2001,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
69184,500,28/3/2011,Wananchi,1393,wananchi,34.64485657,-8.82805345,Kwa Eliudi Kadodo,Rufiji,Kati,Iringa,11,4,Njombe,Wanging'ombe,150,TRUE,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,TRUE,1987,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,broken
59226,0,26/2/2013,Government Of Tanzania,1613,DWE,37.43900346,-3.29291504,Kwa Marehe,Pangani,Maliaseli,Kilimanjaro,3,4,Moshi Rural,Kimochi,55,TRUE,GeoData Consultants Ltd,VWC,Komaka mandaka,TRUE,1974,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
33379,0,19/2/2013,Danida,1000,DWE,35.54217277,-10.80885305,Kwa Mathiasi,Ruvuma / Southern Coast,Msewo Mwaazi,Ruvuma,10,2,Songea Rural,Mpitimbi,0,TRUE,GeoData Consultants Ltd,VWC,Mradi wa maji wa mpitimbi,TRUE,1978,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,broken
65283,0,26/1/2013,Mdrdp,1865,MDRDP,35.46030715,-3.83611243,Kwa Tluway Matai,Internal,Manuwas,Manyara,21,3,Mbulu,Sanu,135,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1994,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non-functional
4857,0,14/11/2012,Rwssp,0,WEDECO,34.29274109,-3.14307061,Muungano,Internal,Mwanani,Shinyanga,17,6,Meatu,Mwandoya,0,TRUE,GeoData Consultants Ltd,WUG,None,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
30999,0,41308,Government Of Tanzania,1362,Central govt,37.68488979,-3.70827005,Kwa Shaabani,Pangani,Vuagha Kati,Kilimanjaro,3,2,Mwanga,Kirongwe,80,TRUE,GeoData Consultants Ltd,VWC,Kindoroko water supply,FALSE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,unknown,unknown,spring,spring,groundwater,communal standpipe,communal standpipe,functional
38872,50,41276,Jaica,3,Jaica,40.09580155,-10.35662107,Kwa Mlindindi,Ruvuma / Southern Coast,Nanyati,Mtwara,99,1,Mtwara Rural,Mayanga,200,TRUE,GeoData Consultants Ltd,,,TRUE,2006,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non-functional
32063,0,30/3/2011,Danida,0,DANIDA,33.33982183,-8.88246787,Zemalike Ilima,Lake Rukwa,Idwele,Mbeya,12,2,Mbeya Rural,Utengule Usongwe,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
8547,0,40667,Ded,0,DWE,35.80540258,-4.58946273,Matanga,Internal,Masange,Dodoma,1,1,Kondoa,Masange,0,TRUE,GeoData Consultants Ltd,VWC,Masa,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,broken
7105,0,19/7/2011,Dwe,1756,DWE,31.55514512,-8.29368226,Ofisi Ya Kijiji,Lake Tanganyika,Kisungamile,Rukwa,15,2,Sumbawanga Rural,Matai,230,TRUE,GeoData Consultants Ltd,VWC,Matai group water Supp,TRUE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,broken
57514,0,21/3/2011,Water,0,Water,36.08833027,-5.77884127,Kolongoni,Wami / Ruvu,Ganikwa,Dodoma,1,4,Chamwino,Dabalo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
24578,0,14/1/2013,,1630,,35.00369027,-4.59180772,Kisumani,Internal,Mwenge,Singida,13,2,Singida Rural,Ikhawoda,1,TRUE,GeoData Consultants Ltd,VWC,M,,1960,mono,mono,motorpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non-functional
14405,250,41580,Danida,1363,DANIDA,30.06960384,-4.32240307,Kwa Yusufu,Lake Tanganyika,Nyasole,Kigoma,16,2,Kasulu,Munyegera,590,TRUE,GeoData Consultants Ltd,Water authority,Nyanga/Kalege,TRUE,2006,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,broken
12004,0,27/7/2011,Redet,0,Government,33.05463466,-2.5571863,Kwa Nyema,Lake Victoria,Wita,Mwanza,19,2,Magu,Kisesa,0,TRUE,GeoData Consultants Ltd,VWC,None,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
37390,0,41336,Government Of Tanzania,1497,Central govt,37.67362053,-3.69540093,Kwabcharakiwa,Pangani,Kilimanjaro,Kilimanjaro,3,2,Mwanga,Kirongwe,36,TRUE,GeoData Consultants Ltd,VWC,Kindoroko water supply,FALSE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
7676,20,41366,Quwkwin,375,GOVERNMENT,38.2942911,-10.9117926,Kwa Ally Mohamed,Ruvuma / Southern Coast,Msinyasi Juu,Mtwara,90,63,Nanyumbu,Likokona,120,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2008,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non-functional
